0.13;3.90;0.00;0.43;0.01;2.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.16;-15.82
0.26;3.91;0.01;0.43;-0.01;2.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.16;-15.82
0.40;3.91;0.00;0.43;0.00;2.24;-0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.16;-15.82
0.53;3.90;0.00;0.43;0.01;2.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.16;-15.82
0.66;3.90;0.00;0.43;-0.00;2.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.16;-15.82
0.80;3.90;0.00;0.43;-0.01;2.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.16;-15.82
0.93;3.90;0.00;0.43;0.01;2.24;-0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.16;-15.82
1.06;3.90;0.00;0.43;0.01;2.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.16;-15.82
1.20;3.90;0.00;0.43;0.00;2.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.16;-15.82
1.33;3.90;0.00;0.43;0.01;2.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.16;-15.82
1.47;3.90;0.00;0.43;-0.01;2.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.16;-15.82
1.60;3.90;0.00;0.43;-0.01;2.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.16;-15.82
1.73;3.90;0.00;0.43;0.01;2.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.16;-15.82
