0.13;3.93;-0.00;0.42;-0.00;2.59;0.00;;0.00;-23.16;-15.82
1.06;3.93;0.01;0.43;0.02;2.61;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.16;-15.82
00;0.00;0.00;-23.16;-15.82
1.06;3.93;0.01;0.43;0.02;2.61;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.16;-15.82
0.13;3.93;0.00;0.44;0.04;2.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.16;-15.82
0.26;3.93;0.01;0.45;0.06;2.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.16;-15.82
0.40;3.93;-0.00;0.45;0.03;2.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.16;-15.82
0.53;3.93;-0.01;0.45;0.03;2.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.16;-15.82
0.66;3.93;-0.00;0.44;0.01;2.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.16;-15.82
0.80;3.93;-0.01;0.45;0.01;2.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.16;-15.82
0.93;3.93;0.00;0.44;-0.01;2.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.16;-15.82
1.06;3.93;0.00;0.44;-0.01;2.63;-0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.16;-15.82
1.20;3.93;0.00;0.44;-0.00;2.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.16;-15.82
1.33;3.93;0.00;0.44;-0.01;2.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.16;-15.82
1.47;3.93;0.00;0.44;-0.00;2.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.16;-15.82
1.60;3.93;0.00;0.44;-0.00;2.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.16;-15.82
1.73;3.93;0.00;0.44;0.01;2.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.16;-15.82
1.86;3.93;0.00;0.44;0.00;2.62;-0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.16;-15.82
2.00;3.93;0.00;0.44;-0.03;2.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.16;-15.82
2.13;3.93;0.00;0.43;-0.03;2.61;-0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.16;-15.82
2.27;3.93;0.01;0.43;-0.03;2.61;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.16;-15.82
2.40;3.93;0.00;0.43;-0.03;2.61;-0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.16;-15.82
2.54;3.93;-0.00;0.43;-0.04;2.61;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.16;-15.82
2.67;3.93;0.00;0.43;-0.02;2.60;-0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.16;-15.82
2.80;3.93;0.00;0.43;-0.03;2.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.16;-15.82
2.94;3.93;-0.01;0.43;-0.01;2.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.16;-15.82
3.07;3.93;-0.02;0.43;-0.01;2.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.16;-15.82
3.20;3.93;0.01;0.42;-0.05;2.57;-0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.16;-15.82
3.34;3.93;0.02;0.42;-0.06;2.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.16;-15.82
3.47;3.93;0.01;0.42;-0.02;2.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.16;-15.82
3.61;3.93;0.01;0.42;-0.03;2.57;-0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.16;-15.82
3.74;3.93;0.00;0.42;-0.02;2.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.16;-15.82
3.87;3.93;0.00;0.42;-0.01;2.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.16;-15.82
4.01;3.93;0.00;0.43;0.03;2.58;0.00;2.80;0.00;0.00;0.30;0.00;0.00;1.57;0.00;30.25;16.17;431.67;228.50
4.14;3.93;-0.01;0.43;0.01;2.59;0.00;2.80;0.00;0.00;0.37;0.00;0.00;1.57;0.00;31.69;17.51;453.32;248.62
4.28;3.93;-0.01;0.43;-0.02;2.59;0.00;2.80;0.00;0.00;0.44;0.00;0.00;1.57;0.00;32.88;18.70;471.34;266.72
4.41;3.93;-0.01;0.43;0.00;2.60;0.00;2.80;0.00;0.00;0.50;0.00;0.00;1.57;0.00;34.28;19.96;492.30;285.73
4.54;3.93;-0.01;0.43;0.00;2.60;0.00;2.80;0.00;0.00;0.57;0.00;0.00;1.57;0.00;35.40;21.08;509.12;302.62
4.68;3.91;-0.10;0.44;0.04;2.60;0.00;2.80;0.00;0.00;0.64;0.00;0.00;1.57;0.00;35.93;21.62;517.16;310.70
4.81;3.90;-0.11;0.45;0.04;2.60;0.00;2.80;0.00;0.00;0.71;0.00;0.00;1.57;0.00;36.63;22.32;527.74;321.32
4.95;3.88;-0.08;0.47;0.08;2.60;-0.00;2.80;0.00;0.00;0.77;0.00;0.00;1.57;0.00;36.96;22.72;532.58;327.32
5.08;3.86;-0.13;0.48;0.08;2.59;-0.00;2.80;0.00;0.00;0.84;0.00;0.00;1.57;0.00;37.52;23.36;541.11;337.04
5.22;3.80;-0.49;0.53;0.38;2.59;0.00;2.80;0.00;0.00;0.91;0.00;0.00;1.57;0.00;36.31;22.15;522.86;318.71
5.35;3.74;-0.52;0.58;0.41;2.56;-0.00;2.80;0.00;0.00;0.98;0.00;0.00;1.57;0.00;35.04;21.16;503.80;303.84
5.49;3.75;-0.21;0.57;0.17;2.56;0.00;2.80;0.00;0.00;1.04;0.00;0.00;1.57;0.00;36.68;22.80;528.42;328.56
5.62;3.72;-0.25;0.60;0.20;2.53;-0.00;2.80;0.00;0.00;1.11;0.00;0.00;1.57;0.00;36.84;23.24;530.83;335.21
5.76;3.70;-0.27;0.62;0.22;2.53;0.00;2.80;0.00;0.00;1.18;0.00;0.00;1.57;0.00;37.01;23.41;533.40;337.79
5.89;3.66;-0.28;0.65;0.17;2.49;-0.00;2.80;0.00;0.00;1.25;0.00;0.00;1.57;0.00;36.87;23.63;531.29;341.14
6.03;3.62;-0.38;0.67;0.27;2.49;0.00;2.80;0.00;0.00;1.31;0.00;0.00;1.57;0.00;36.83;23.59;530.71;340.56
6.16;3.56;-0.37;0.73;0.33;2.46;-0.00;2.80;0.00;0.00;1.38;0.00;0.00;1.57;0.00;35.99;23.06;518.12;332.53
6.30;3.52;-0.37;0.78;0.32;2.46;0.00;2.80;0.00;0.00;1.45;0.00;0.00;1.57;0.00;35.39;22.46;509.03;323.40
6.43;3.46;-0.54;0.83;0.43;2.41;-0.00;2.80;0.00;0.00;1.51;0.00;0.00;1.57;0.00;34.51;22.13;495.80;318.40
6.57;3.38;-0.66;0.89;0.56;2.41;0.00;2.80;0.00;0.00;1.58;0.00;0.00;1.57;0.00;33.11;20.72;474.70;297.21
6.70;3.36;-0.48;0.94;0.53;2.36;-0.00;2.80;0.00;0.00;1.65;0.00;0.00;1.57;0.00;33.16;21.27;475.46;305.49
6.84;3.29;-0.48;1.01;0.51;1.82;-0.00;2.80;0.00;0.00;1.72;0.00;0.00;1.57;0.00;28.18;24.07;400.66;347.74
6.97;3.19;-0.70;1.09;0.57;1.82;0.00;2.80;0.00;0.00;1.78;0.00;0.00;1.57;0.00;27.13;23.02;384.87;331.88
7.10;3.09;-0.69;1.16;0.52;1.57;-0.00;2.80;0.00;0.00;1.85;0.00;0.00;1.57;0.00;22.93;22.90;321.62;330.09
7.24;3.06;-0.43;1.21;0.37;1.57;0.00;2.80;0.00;0.00;1.92;0.00;0.00;1.57;0.00;23.58;23.55;331.38;339.89
7.37;3.00;-0.49;1.27;0.40;1.43;-0.00;2.80;0.00;0.00;1.99;0.00;0.00;1.57;0.00;21.87;24.19;305.77;349.64
7.51;2.92;-0.72;1.36;0.69;1.43;0.00;2.80;0.00;0.00;2.06;0.00;0.00;1.57;0.00;21.19;23.51;295.48;339.30
7.64;2.82;-0.76;1.47;0.70;1.43;0.00;2.80;0.00;0.00;2.12;0.00;0.00;1.57;0.00;20.27;22.59;281.59;325.35
7.78;2.71;-0.80;1.58;0.76;1.43;0.00;2.80;0.00;0.00;2.19;0.00;0.00;1.57;0.00;19.25;21.57;266.30;309.99
7.91;2.72;-0.38;1.60;0.46;1.49;0.00;2.80;0.00;0.00;2.26;0.00;0.00;1.57;0.00;21.16;22.56;295.06;324.91
8.05;2.74;-0.19;1.61;0.32;1.49;0.00;2.80;0.00;0.00;2.32;0.00;0.00;1.57;0.00;23.09;24.49;324.08;354.06
8.18;2.74;-0.15;1.57;0.09;1.73;0.00;2.80;0.00;0.00;2.39;0.00;0.00;1.57;0.00;28.09;25.40;399.27;367.84
8.32;2.74;-0.15;1.57;0.09;1.73;0.00;2.80;0.00;0.00;2.46;0.00;0.00;1.57;0.00;30.31;27.62;432.66;401.38
8.45;2.77;0.69;1.53;-0.32;1.73;0.00;2.80;0.00;0.00;2.53;0.00;0.00;1.57;0.00;33.88;31.19;486.34;455.30
8.59;2.93;1.67;1.46;-0.72;1.73;0.00;2.80;0.00;0.00;2.59;0.00;0.00;1.57;0.00;39.21;36.52;566.48;535.81
8.72;2.75;-0.52;1.80;1.73;1.73;0.00;2.80;0.00;0.00;2.66;0.00;0.00;1.57;0.00;29.38;26.69;418.69;387.35
